video,model,blur,occlusion_accuracy,pts_within_1,jaccard_1,pts_within_2,jaccard_2,pts_within_4,jaccard_4,pts_within_8,jaccard_8,pts_within_16,jaccard_16,average_jaccard,average_pts_within_thresh,outlier_magnitude,outlier_ratio_vs_gt,false_visible_rate,false_occluded_rate,trajectory_length_ratio
25,CoWTracker,strong,65.10538641686182,7.931034482758621,3.833333333333333,20.344827586206897,9.683098591549296,43.44827586206896,23.61111111111111,70.6896551724138,43.87990762124711,77.24137931034483,50.48309178743962,26.29810848893609,43.931034482758626,6.376345157623291,0.9570987436578704,0.7007299270072993,0.16825396825396827,2.3554199134199134
26,CoWTracker,none,94.68196037539103,31.101511879049674,18.402555910543132,48.704103671706264,32.16833095577746,75.5939524838013,60.29411764705882,95.57235421166307,88.88888888888889,99.13606911447084,93.02083333333333,58.55494534712034,70.02159827213823,7.866143703460693,1.1369973405401708,0.7878787878787878,0.026288117770767613,1.2246588911442853
26,CoWTracker,medium,95.62043795620438,4.643628509719223,2.345881069285325,22.786177105831534,12.672672672672672,48.81209503239741,31.741573033707866,77.10583153347731,61.44578313253012,94.9244060475162,86.48111332007953,38.93740464565511,49.65442764578833,7.8386335372924805,1.1439329176182111,1.0,0.00946372239747634,1.2359594940727954
26,CoWTracker,strong,96.03753910323253,2.8077753779697625,1.4023732470334414,9.1792656587473,4.735376044568245,30.885529157667385,17.94228356336261,63.498920086393085,45.51083591331269,86.60907127429806,73.75231053604436,28.668635860864267,38.59611231101511,10.25570297241211,1.5076570884047749,1.0,0.005257623554153523,1.262292231103207
27,CoWTracker,none,91.12820512820512,39.78988837820092,23.388653029718256,66.64478003939594,46.38278388278388,86.08010505581089,69.24298570672313,95.92908732764282,83.10423825887744,98.62114248194354,87.39742086752638,61.90321634912582,77.41300065659883,6.628908157348633,0.9434811259575863,0.3793911007025761,0.0071059431524547806,1.1732966092872616
27,CoWTracker,medium,89.33333333333333,35.390676296782665,19.896640826873384,59.88181221273802,39.04109589041096,79.57977675640184,59.52848722986247,92.51477347340776,76.61772702555737,97.76756401838476,84.33598183881952,55.88398656230474,73.026920551543,5.594731330871582,0.818386360561882,0.48009367681498827,0.001937984496124031,1.2336572491903914
27,CoWTracker,strong,89.43589743589743,15.233092580433356,7.702523240371846,38.73933026920551,22.184557438794727,60.604070912672356,39.70714900947459,79.64543663821405,59.567142154451545,92.7774130006566,76.97763229678122,41.22780082797479,57.39986868023637,6.357845306396484,0.8943250155501012,0.47306791569086654,0.002583979328165375,1.2451692866092043
28,CoWTracker,none,96.7409948542024,38.4460141271443,23.70877411325451,63.370332996972756,46.06906686260103,83.45105953582241,70.05988023952095,97.27547931382442,91.70684667309547,100.0,96.24876604146101,65.55866678598659,76.50857719475277,8.03243350982666,1.040119188029801,0.12571428571428572,0.015748031496062992,1.0791978363759298
28,CoWTracker,medium,89.36535162950257,13.723511604439958,7.727272727272727,31.987891019172555,20.075997466751108,50.252270433905146,35.33190578158458,79.313824419778,66.75461741424802,94.45005045408678,87.16683119447185,43.41132491686566,53.945509586276486,8.28055191040039,1.0761729014881558,0.10857142857142857,0.10334645669291338,1.005849438480186
28,CoWTracker,strong,83.9622641509434,3.4308779011099895,1.8650575973669776,11.503531786074673,6.540447504302927,23.41069626639758,14.136447449293177,38.95055499495459,24.71457353928811,74.67204843592332,58.44709897610921,21.140725013272082,30.393541876892034,10.13601303100586,1.3559198606817022,0.17714285714285713,0.15354330708661418,1.0409640248025198
