video,model,blur,occlusion_accuracy,pts_within_1,jaccard_1,pts_within_2,jaccard_2,pts_within_4,jaccard_4,pts_within_8,jaccard_8,pts_within_16,jaccard_16,average_jaccard,average_pts_within_thresh,outlier_magnitude,outlier_ratio_vs_gt,false_visible_rate,false_occluded_rate
23,CoTracker3,none,87.11458812701335,47.95252225519288,32.600422832980975,79.34718100890208,67.07511987213638,90.08902077151335,78.5876993166287,95.07418397626112,83.28462887200467,96.9139465875371,83.60655737704919,69.03088565415999,81.87537091988129,6.73985481262207,1.0628580091517204,0.0471311475409836,0.15029239766081873
23,CoTracker3,medium,81.0860561435803,23.501483679525222,14.699248120300751,59.82195845697329,48.03493449781659,78.51632047477744,68.56353591160222,92.34421364985164,74.94266055045871,97.0919881305638,76.25649913344887,56.499375642725425,70.25519287833828,5.908946514129639,0.9388951901185156,0.0942622950819672,0.2134502923976608
23,CoTracker3,strong,77.58858720662678,2.967359050445104,1.561969439728353,15.074183976261127,8.526850507982584,45.34124629080119,31.704095112285337,72.87833827893175,57.586933614330874,94.83679525222551,71.60068846815835,34.19610742849709,46.21958456973293,6.508347034454346,1.0186026942868487,0.11065573770491803,0.25321637426900584
24,CoTracker3,none,90.56410256410257,82.2429906542056,64.66512702078522,99.86648865153538,87.87878787878788,100.0,87.87878787878788,100.0,87.87878787878788,100.0,87.87878787878788,83.23605570718735,96.42189586114822,3.9679322242736816,0.9919608522827977,0.04424778761061947,0.10594315245478036
24,CoTracker3,medium,93.23076923076923,12.016021361815755,5.986696230598669,60.747663551401864,38.017324350336864,99.19893190921229,89.68253968253968,100.0,91.2,100.0,91.2,63.21731205269504,74.39252336448598,4.0338826179504395,1.012738750335961,0.004424778761061947,0.08397932816537468
24,CoTracker3,strong,79.28205128205128,0.6675567423230975,0.37230081906180196,2.67022696929239,1.4296463506395787,24.699599465954606,9.77198697068404,50.60080106809078,19.397697077059345,100.0,73.93548387096774,20.981423017682502,35.727636849132175,4.2063984870910645,1.0382032801641743,0.11504424778761062,0.22739018087855298
25,CoTracker3,none,65.57377049180327,22.413793103448278,11.970074812967582,46.206896551724135,27.556818181818183,68.27586206896552,42.08860759493671,80.0,46.25407166123778,91.72413793103448,48.675496688741724,35.309013787940394,61.724137931034484,8.807539939880371,1.2981713192289257,0.058394160583941604,0.44126984126984126
25,CoTracker3,medium,55.0351288056206,10.689655172413794,4.979253112033195,29.655172413793103,13.707865168539326,58.27586206896552,24.019607843137255,72.41379310344827,28.75318066157761,77.93103448275862,31.088082901554404,20.50959793736836,49.79310344827586,6.821242809295654,1.075952961169603,0.4306569343065693,0.4222222222222222
25,CoTracker3,strong,57.377049180327866,1.0344827586206897,0.6342494714587738,2.7586206896551726,1.4925373134328357,13.10344827586207,5.543237250554324,45.51724137931035,13.60381861575179,82.75862068965517,35.22727272727273,11.30022307569409,29.034482758620694,4.697643280029297,0.6852166823297138,0.2846715328467153,0.45396825396825397
26,CoTracker3,none,96.24608967674662,29.913606911447083,17.263427109974426,47.19222462203024,29.794762915782023,70.95032397408207,52.452202826267666,91.14470842332614,80.33431661750245,100.0,96.14973262032086,55.198888417969485,67.8401727861771,6.8859477043151855,0.9969331652309381,0.2727272727272727,0.028391167192429023
26,CoTracker3,medium,91.97080291970804,3.8876889848812093,1.8068887634105024,24.08207343412527,13.111668757841906,44.9244060475162,28.418803418803417,63.60691144708424,44.703049759229536,82.50539956803455,65.71691176470588,30.751464492798252,43.8012958963283,9.338849067687988,1.3351281639037673,0.42424242424242425,0.06624605678233439
26,CoTracker3,strong,79.4577685088634,0.32397408207343414,0.17647058823529413,3.3477321814254863,1.8540669856459329,7.667386609071274,4.031765424557117,26.88984881209503,15.850340136054422,43.196544276457885,27.852852852852855,9.953099197469124,16.285097192224622,6.922426223754883,0.9952463809233157,0.7272727272727273,0.1819137749737119
27,CoTracker3,none,92.25641025641026,31.12278397898884,17.976622329705762,56.66447800393959,38.720379146919434,76.88772160210111,58.903365906623236,91.20157583716349,76.64453832226916,97.63624425476034,86.19592875318067,55.688166891739655,70.70256073539068,6.1141510009765625,0.8826827918140816,0.03747072599531616,0.0872093023255814
27,CoTracker3,medium,88.1025641025641,32.04202232435981,19.535462463708004,55.351280367695345,38.757823784304286,75.50886408404465,59.13859745996687,89.62573867367038,73.6144578313253,97.04530531845043,81.82965299684543,54.57519890722998,69.91464215364412,5.240873336791992,0.7733723831336664,0.07962529274004684,0.12790697674418605
27,CoTracker3,strong,85.33333333333334,12.541037426132634,6.319702602230483,36.572554169402494,22.065727699530516,63.164806303348655,44.22592032274332,75.96848325673014,57.14285714285714,90.01969796454367,73.43844754396605,40.63853106226551,55.65331582403152,4.618989944458008,0.6767207586078059,0.117096018735363,0.1524547803617571
28,CoTracker3,none,92.10977701543739,39.656912209889,25.164690382081687,61.453077699293644,42.964635063957864,79.71745711402623,61.42735768903993,96.67003027245207,86.82399213372665,99.79818365287588,90.76305220883533,61.42874549552829,75.45913218970736,7.80861759185791,1.016618764018081,0.02857142857142857,0.08562992125984252
28,CoTracker3,medium,86.27787307032591,10.99899091826438,5.855072463768115,26.236125126135217,14.915040906230335,48.940464177598386,31.083991385498923,80.62563067608475,57.007738607050726,91.12008072653886,70.49486461251168,35.871341595011955,51.58425832492431,7.5454816818237305,0.9861028402902607,0.011428571428571429,0.15551181102362205
28,CoTracker3,strong,53.34476843910806,1.3118062563067607,0.8275862068965517,7.669021190716448,4.57796852646638,15.640766902119072,8.456973293768547,28.960645812310798,14.487079091620986,64.37941473259335,31.830477908025244,12.036017005355541,23.592330978809283,7.603668212890625,0.9900045284505076,0.06857142857142857,0.5236220472440944
29,CoTracker3,none,88.2055602358888,39.21232876712329,24.492099322799096,77.1404109589041,61.25730994152047,90.66780821917808,79.20389926888708,95.11986301369863,83.37489609310057,98.03082191780823,85.84667228306655,66.83497538187476,80.03424657534246,7.2011823654174805,1.1635846367941243,0.2631578947368421,0.11316010058675607
29,CoTracker3,medium,66.38584667228307,5.650684931506849,2.9613960867266,27.482876712328768,15.138971023063277,73.45890410958904,43.161764705882355,92.2945205479452,63.202011735121545,95.97602739726028,63.888888888888886,37.67060648793653,58.97260273972602,6.384482383728027,1.06208126522867,0.2631578947368421,0.3302598491198659
29,CoTracker3,strong,42.291491154170174,0.0,0.0,0.5993150684931506,0.3001200480192077,5.650684931506849,3.084515731030228,27.56849315068493,15.003441156228492,48.63013698630137,31.990521327014214,10.075719652458428,16.48972602739726,10.127265930175781,1.6864407863217536,0.5263157894736842,0.5658005029337804
