video,model,blur,occlusion_accuracy,pts_within_1,jaccard_1,pts_within_2,jaccard_2,pts_within_4,jaccard_4,pts_within_8,jaccard_8,pts_within_16,jaccard_16,average_jaccard,average_pts_within_thresh,outlier_magnitude,outlier_ratio_vs_gt,false_visible_rate,false_occluded_rate,trajectory_length_ratio,visibility_bias
9,CoTracker3,none,65.77986437141367,8.78186968838527,4.993065187239944,21.813031161473088,14.436885865457294,35.59962228517469,23.49102773246329,53.352219074598686,35.7847533632287,66.66666666666666,39.53917050691244,23.64898053106033,37.24268177525968,15.532575607299805,0.9171388116165938,0.0303030303030303,0.5811808118081181,,-0.5508777815050878
9,CoTracker3,medium,52.99947835159102,3.966005665722379,2.34248788368336,10.198300283286118,4.971002485501243,21.718602455146367,7.555178268251274,35.59962228517469,9.224137931034484,54.296506137865904,13.632286995515694,7.54501871279721,25.15580736543909,12.896596908569336,0.8139637300693643,0.0291375291375291,0.8081180811808119,,-0.7789805520432828
9,CoTracker3,strong,52.89514866979656,1.5108593012275733,1.1645962732919255,3.39943342776204,2.598425196850393,7.837582625118037,4.742765273311897,17.186024551463642,7.154605263157894,30.40604343720491,10.799319727891156,5.291942346900654,12.06798866855524,10.303869247436523,0.6914866890968687,0.0512820512820512,0.7924354243542435,,-0.7411533730721923
10,CoTracker3,none,97.0,55.319148936170215,37.23628691983122,82.4468085106383,67.43886743886743,96.96048632218846,90.76246334310852,99.62006079027356,95.34534534534536,99.69604863221883,95.49211119459054,77.25501484834861,86.80851063829789,5.877506256103516,1.0177819977597276,0.0219298245614035,0.0335570469798657,,-0.011627222418462202
10,CoTracker3,medium,94.2,33.96656534954408,19.87237921604376,67.47720364741642,49.177538287010776,92.629179331307,81.37931034482759,97.64437689969606,89.34485241180705,98.93617021276596,90.02890173410405,65.96059639875864,78.1306990881459,5.848241806030273,1.010977792206024,0.0833333333333333,0.0439970171513795,,0.0393363161819538
10,CoTracker3,strong,64.5,10.638297872340424,5.78691184424013,35.18237082066869,19.7062423500612,66.8693009118541,34.52544704264099,89.43768996960486,45.103857566765576,97.41641337386018,46.51685393258427,30.327862547258437,59.90881458966564,6.283848762512207,1.0578624852417922,0.0248538011695906,0.5167785234899329,,-0.49192472232034234
11,CoTracker3,none,87.4885004599816,37.1943371943372,24.25021422450728,65.63706563706563,48.26175869120655,90.21879021879022,70.18779342723005,99.35649935649936,82.84993694829761,99.48519948519947,82.84993694829761,61.67992804790783,78.37837837837837,4.297616004943848,0.9879906963912902,0.0516129032258064,0.1515151515151515,,-0.09990224828934509
11,CoTracker3,medium,86.75252989880404,20.592020592020592,11.591962905718702,54.56885456885456,37.26235741444867,80.18018018018019,59.38189845474614,93.05019305019306,75.45565006075334,95.10939510939512,76.9607843137255,52.13053062987847,68.70012870012869,4.514813423156738,1.0123255560680398,0.0548387096774193,0.1603535353535353,,-0.105514825676116
11,CoTracker3,strong,70.19319227230912,4.89060489060489,2.491694352159469,14.8005148005148,8.056042031523642,41.95624195624196,28.94461859979101,61.77606177606177,46.55581947743468,76.57657657657657,51.5970515970516,27.529045211592084,40.0,3.9733424186706543,0.968915582026682,0.0064516129032258,0.4065656565656566,,-0.40011404366243075
12,CoTracker3,none,97.5728155339806,67.74509803921569,50.1861504095309,91.76470588235294,83.36363636363636,99.11764705882354,96.588693957115,100.0,97.55142017629774,100.0,97.55142017629774,85.04826421657555,91.72549019607844,1.6850875616073608,1.0642761610622284,0.1,0.0233009708737864,,0.0766990291262136
