video,model,blur,occlusion_accuracy,pts_within_1,jaccard_1,pts_within_2,jaccard_2,pts_within_4,jaccard_4,pts_within_8,jaccard_8,pts_within_16,jaccard_16,average_jaccard,average_pts_within_thresh
3,CoWTracker,medium,84.88253319713994,45.58383233532935,26.455026455026452,76.27245508982035,53.61542581681843,87.12574850299401,66.16454229432213,94.46107784431138,75.62767911818739,96.8562874251497,78.58032378580324,60.08859949403153,80.05988023952095
3,CoWTracker,strong,79.72420837589377,39.221556886227546,20.86709886547812,68.6377245508982,42.8639846743295,86.22754491017965,60.29016657710908,94.01197604790418,69.48863636363637,95.88323353293413,71.63406214039125,53.02878972418886,76.79640718562875
4,CoWTracker,none,91.28664495114006,83.94863563402889,61.57697121401752,91.3322632423756,71.44754316069057,94.70304975922953,76.36612021857924,98.5553772070626,82.34463276836158,100.0,84.69241773962804,75.2855370202554,93.70786516853933
4,CoWTracker,medium,89.90228013029315,73.83627608346708,48.97959183673469,80.57784911717496,56.42857142857143,91.81380417335474,70.64935064935065,96.95024077046548,78.04878048780488,99.51845906902086,81.99445983379502,67.22015084725133,88.53932584269663
4,CoWTracker,strong,86.88925081433226,71.26805778491172,44.823906083244395,73.35473515248796,46.7027027027027,76.88603531300161,50.27685492801772,80.89887640449437,54.55580865603644,89.24558587479936,64.28571428571429,52.12899733114311,78.33065810593901
5,CoWTracker,none,98.65884325230512,83.6842105263158,69.43231441048034,92.10526315789474,82.15962441314554,98.68421052631578,93.51620947630923,100.0,95.95959595959596,100.0,95.95959595959596,87.4054680438254,94.89473684210526
5,CoWTracker,medium,96.89857502095558,4.736842105263158,2.3653088042049935,12.894736842105264,6.712328767123288,54.473684210526315,35.714285714285715,89.47368421052632,76.2443438914027,96.84210526315789,86.810551558753,41.569363747153936,51.68421052631579
5,CoWTracker,strong,90.69572506286673,0.2631578947368421,0.12195121951219512,0.7894736842105263,0.36674816625916873,3.684210526315789,1.734820322180917,11.842105263157894,5.662805662805663,67.10526315789474,41.55172413793103,9.887609901737795,16.736842105263154
6,CoWTracker,none,79.70297029702971,47.069597069597066,26.14445574771109,73.62637362637363,47.97136038186158,88.64468864468864,64.02116402116403,91.94139194139194,67.11590296495957,95.42124542124543,71.27071823204419,55.30472026954809,79.34065934065934
6,CoWTracker,medium,78.5891089108911,46.336996336996336,25.14910536779324,70.6959706959707,44.215349369988544,87.91208791208791,61.61745827984596,95.23809523809523,70.36535859269283,97.8021978021978,73.4159779614325,54.952649914350616,79.5970695970696
6,CoWTracker,strong,69.80198019801979,28.93772893772894,13.435374149659864,54.761904761904766,28.888888888888886,75.64102564102564,44.842562432138976,91.57509157509158,59.95203836930456,97.25274725274726,66.12702366127023,42.649177500252506,69.63369963369964
7,CoWTracker,none,96.08888888888889,50.278293135435995,32.769044740024185,70.25355596784169,52.64133456904542,85.59059987631417,72.19027705175117,92.57884972170687,82.39202657807309,98.88682745825604,92.85714285714286,66.56996515920734,79.51762523191096
7,CoWTracker,medium,92.26666666666667,35.064935064935064,20.085015940488844,57.32838589981447,37.58116883116883,79.0352504638219,60.28368794326241,94.61966604823748,81.38041733547352,100.0,90.23569023569024,57.913196057216766,73.20964749536178
7,CoWTracker,strong,86.35555555555555,13.048855905998764,6.504315659679408,29.313543599257883,15.90070446159007,52.62832405689548,32.629558541266796,78.29313543599258,57.47493163172288,94.06307977736549,78.18463125322332,38.13882830949649,53.46938775510204
8,CoWTracker,none,97.14673913043478,35.127737226277375,21.14222954420648,71.44160583941606,54.91573033707865,89.14233576642336,79.05844155844156,97.44525547445255,92.83216783216784,99.54379562043796,96.08888888888889,68.80749163215668,78.54014598540147
8,CoWTracker,medium,87.90760869565217,30.656934306569344,18.621456364647027,64.05109489051095,48.71080139372822,78.37591240875912,66.45865834633385,82.84671532846716,71.81964573268921,90.23722627737226,76.65562913907284,56.45323819529423,69.23357664233578
8,CoWTracker,strong,83.69565217391305,21.897810218978105,12.076806467913087,58.941605839416056,40.82539682539682,77.82846715328468,61.77972283005106,84.3978102189781,69.44232238349886,88.77737226277372,73.68833202819107,51.56251610701018,66.36861313868614
9,CoWTracker,none,82.78560250391236,10.576015108593012,5.304908279623203,26.440037771482533,14.686825053995682,51.463644948064214,32.75,73.93767705382436,51.28205128205128,88.10198300283287,63.63636363636363,33.53202965040676,50.10387157695939
9,CoWTracker,medium,77.30829420970265,4.343720491029273,2.130822596630327,11.142587346553352,5.746536685479733,30.31161473087819,17.30221969265794,54.95750708215298,35.68136932192232,77.52596789423984,53.57675111773472,22.887539882885005,35.65627950897073
9,CoWTracker,strong,69.3792383933229,1.794145420207743,0.869167429094236,5.94900849858357,2.8931404573028465,19.8300283286119,9.975062344139651,38.243626062322946,20.888157894736842,57.79036827195468,34.7799511002445,13.881095845103614,24.721435316336166
10,CoWTracker,none,97.95,51.899696048632215,34.359233097880924,78.49544072948328,63.07409675443968,93.3130699088146,85.05906879777623,97.72036474164135,92.6917510853835,98.17629179331307,93.53197674418605,73.74322529593329,83.92097264437692
10,CoWTracker,medium,95.15,37.00607902735562,21.81899641577061,69.98480243161094,50.971682398667404,90.19756838905775,77.01822916666666,97.41641337386018,88.55755894590847,98.17629179331307,89.87430167597765,65.64815372059816,78.5562310030395
10,CoWTracker,strong,90.7,14.513677811550153,7.335907335907336,41.79331306990882,24.440465532676814,77.58358662613982,57.328805885681945,95.8966565349544,80.87182823682498,98.25227963525836,84.59495351925631,50.914392102069485,65.6079027355623
11,CoWTracker,none,89.2364305427783,34.36293436293436,20.444104134762632,66.40926640926641,47.69953051643193,86.35778635778635,70.4225352112676,97.42599742599742,85.27679623085983,100.0,86.15384615384616,61.999362449433626,76.91119691119692
11,CoWTracker,medium,89.60441582336706,15.057915057915059,7.804878048780488,54.95495495495496,36.54015887025596,84.42728442728443,67.78741865509761,97.42599742599742,86.3855421686747,98.32689832689833,86.3855421686747,56.980707982296686,70.03861003861005
11,CoWTracker,strong,88.50045998160073,5.148005148005148,2.609262883235486,20.077220077220076,10.541110330288124,58.815958815958815,38.22495606326889,91.76319176319177,76.94038245219348,96.65379665379665,83.9766081871345,42.4584639832241,54.491634491634485
12,CoWTracker,none,99.6116504854369,70.68627450980392,54.4973544973545,97.6470588235294,95.0381679389313,100.0,99.609375,100.0,99.609375,100.0,99.609375,89.67272948725716,93.66666666666667
12,CoWTracker,medium,99.41747572815534,66.86274509803921,50.0,93.82352941176471,87.87878787878788,100.0,99.41520467836257,100.0,99.41520467836257,100.0,99.41520467836257,87.22488038277511,92.1372549019608
12,CoWTracker,strong,99.41747572815534,37.35294117647059,22.882882882882882,81.47058823529412,68.39506172839506,99.80392156862746,99.0272373540856,100.0,99.41520467836257,100.0,99.41520467836257,77.82711826441773,83.72549019607844
13,CoWTracker,none,95.21424596549805,25.75,14.415675297410777,59.06249999999999,40.524280189084664,87.875,75.14729512587039,99.0625,93.26241134751773,100.0,94.87485101311086,63.64490259459888,74.35000000000001
13,CoWTracker,medium,95.04730105731775,25.5625,14.231036882393877,53.43750000000001,35.21416803953871,86.5,72.69857969489742,98.5625,92.21311475409836,99.8125,94.37537004144464,61.746453882474604,72.775
13,CoWTracker,strong,92.54312743461325,8.5,4.339440694310511,34.0,19.119266055045873,75.3125,56.05769230769231,96.6875,86.55172413793103,98.875,90.04683840749415,51.222992320494775,62.675000000000004
14,CoWTracker,none,95.37836465210768,15.285252960172228,8.093473924194928,39.28955866523143,23.832843617368592,75.72658772874058,58.570234113712374,97.68568353067815,91.08312342569269,100.0,95.31410916580845,55.378756849355405,65.59741657696448
14,CoWTracker,medium,95.37836465210768,5.220667384284177,2.6287262872628725,18.083961248654468,9.73630831643002,46.60925726587728,29.470085470085472,84.71474703982777,70.35537561853351,98.8697524219591,93.21428571428572,41.08095628131952,50.699677072120565
14,CoWTracker,strong,89.99492127983748,3.606027987082885,1.488013226784238,10.333692142088267,4.660414890593919,29.171151776103336,15.708451146716934,67.59956942949408,47.91164658634538,93.16469321851453,81.96640316205533,30.34698580249916,40.77502691065663
15,CoWTracker,none,99.60732984293193,61.6,44.38040345821326,79.2,65.34653465346535,92.26666666666667,85.32675709001232,100.0,99.60159362549801,100.0,99.60159362549801,78.85137649053739,86.61333333333333
15,CoWTracker,medium,99.60732984293193,45.33333333333333,29.234737747205504,73.73333333333333,58.21052631578948,91.46666666666667,83.96572827417381,98.66666666666667,96.98558322411533,100.0,99.60159362549801,73.59963383735642,81.84000000000002
15,CoWTracker,strong,99.21465968586386,17.466666666666665,9.541150764748725,46.93333333333333,30.555555555555557,76.53333333333333,61.72043010752688,95.19999999999999,90.13906447534767,100.0,99.20529801324504,58.232299783284766,67.22666666666667
16,CoWTracker,none,100.0,94.28571428571428,89.1891891891892,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.83783783783784,98.85714285714286
16,CoWTracker,medium,100.0,89.79591836734694,81.48148148148148,99.18367346938776,98.38056680161942,100.0,100.0,100.0,100.0,100.0,100.0,95.97240965662017,97.79591836734693
16,CoWTracker,strong,100.0,11.428571428571429,6.0606060606060606,83.6734693877551,71.9298245614035,100.0,100.0,100.0,100.0,100.0,100.0,75.5980861244019,79.02040816326532
17,CoWTracker,none,91.1275415896488,37.93103448275862,21.813031161473088,60.3448275862069,39.83739837398374,84.23645320197043,66.02316602316603,93.34975369458128,78.79417879417879,99.01477832512316,87.77292576419214,58.84814002339876,74.97536945812809
17,CoWTracker,medium,95.37892791127541,2.70935960591133,1.2330456226880395,11.822660098522167,6.072351421188631,36.206896551724135,21.270310192023633,87.93103448275862,73.9406779661017,99.75369458128078,93.63207547169812,39.22969213474003,47.6847290640394
17,CoWTracker,strong,89.46395563770795,2.2167487684729066,0.9580838323353293,9.113300492610838,4.3316831683168315,25.862068965517242,13.918918918918918,65.76354679802957,43.85665529010239,97.53694581280789,83.66013071895425,29.345094385725545,40.09852216748769
18,CoWTracker,none,84.51827242524918,29.846449136276394,15.916069600818833,58.44529750479847,36.775362318840585,86.56429942418427,64.13043478260869,96.06525911708253,75.5813953488372,97.98464491362763,78.34645669291339,54.14994374880374,73.78119001919387
18,CoWTracker,medium,81.2624584717608,15.451055662188098,7.648183556405354,36.75623800383877,20.2349172450614,63.24376199616123,40.399002493765586,84.64491362763916,59.60311835577604,96.83301343570058,73.8996138996139,40.35696711012445,59.38579654510556
18,CoWTracker,strong,70.23255813953489,7.9654510556621885,3.8886221795487277,17.178502879078692,8.907901358832412,30.326295585412666,16.7835941716136,45.105566218809976,26.77211482132396,68.2341650671785,42.932628797886395,19.856972265841016,33.7619961612284
19,CoWTracker,none,83.12570781426953,30.474040632054177,15.919811320754718,48.081264108352144,27.33160621761658,72.91196388261851,47.81954887218045,87.3589164785553,63.2890365448505,95.03386004514672,71.85314685314685,45.242629961709824,66.77200902934537
19,CoWTracker,medium,79.50169875424689,4.966139954853273,2.2610483042137717,16.93002257336343,7.917570498915401,44.24379232505643,23.60248447204969,73.81489841986456,45.46783625730994,95.48532731376976,65.00829187396351,28.85144628129046,47.08803611738149
19,CoWTracker,strong,75.87768969422424,1.805869074492099,0.8008008008008007,5.643340857787811,2.441505595116989,17.381489841986454,7.585470085470085,42.88939051918736,20.743405275779374,71.55756207674943,40.25069637883008,14.364375627199466,27.85553047404063
20,CoWTracker,none,97.47826086956522,48.41530054644809,31.552706552706557,66.55737704918033,49.19224555735057,80.76502732240436,66.69675090252709,91.14754098360656,82.14990138067061,95.40983606557377,89.43589743589743,63.80550036583046,76.45901639344262
20,CoWTracker,medium,96.78260869565217,31.256830601092894,18.228170809432758,52.349726775956285,34.81104651162791,70.49180327868852,53.30578512396694,86.44808743169399,74.17840375586854,96.39344262295081,90.4517453798768,54.19503031615459,67.3879781420765
20,CoWTracker,strong,94.69565217391305,6.885245901639345,3.4653465346534658,22.07650273224044,12.030970815961881,47.322404371584696,29.903314917127073,67.65027322404372,49.04912836767036,86.66666666666667,72.88602941176471,33.4669580094355,46.12021857923497
21,CoWTracker,none,100.0,68.63711001642037,52.25,86.37110016420363,76.01156069364163,99.67159277504105,99.34533551554829,100.0,100.0,100.0,100.0,85.52137924183798,90.935960591133
21,CoWTracker,medium,100.0,38.42364532019704,23.78048780487805,63.71100164203612,46.74698795180723,89.73727422003283,81.3849590469099,99.91789819376025,99.83593109105826,100.0,100.0,70.34967317893069,78.35796387520524
21,CoWTracker,strong,99.91789819376025,1.8062397372742198,0.9117281392457521,7.224958949096879,3.749467405198125,29.064039408866993,17.011052378664104,68.7192118226601,52.377972465581976,95.97701149425288,92.18626677190213,33.247297432118415,40.55829228243021
22,CoWTracker,none,71.04571728849184,29.061976549413735,13.480963480963482,66.08040201005025,36.686944314459524,90.20100502512562,57.89189189189189,95.30988274706867,63.09324399776661,99.66499162479062,67.87356321839081,47.805321380694465,76.06365159128978
22,CoWTracker,medium,64.52968996321597,20.85427135678392,8.854907539118065,51.42378559463987,25.09194932570494,82.1608040201005,47.16346153846154,91.54103852596315,55.53861788617886,99.91624790619765,63.77742108079186,40.08527147405105,69.17922948073702
22,CoWTracker,strong,62.743037309511294,6.281407035175879,2.4818001323626735,24.371859296482413,10.37063435495367,56.44891122278057,27.81675608749484,89.36348408710218,52.56157635467981,99.74874371859298,62.48688352570829,31.143530091039857,55.2428810720268
23,CoWTracker,none,92.7289461573861,43.79821958456973,27.20561092654116,75.19287833827893,57.92850595783685,85.6379821958457,71.35753356539036,95.54896142433235,85.96869940636806,97.0919881305638,87.69063180827887,66.03019633288305,79.4540059347181
23,CoWTracker,medium,92.7289461573861,28.130563798219583,15.863453815261044,62.07715133531158,43.17617866004963,78.93175074183976,62.15456674473068,90.32640949554896,77.9948586118252,97.80415430267063,88.45944474686989,57.52970051574729,71.45400593471811
23,CoWTracker,strong,89.369535204786,5.637982195845697,2.794117647058824,20.474777448071215,10.917169152649953,55.01483679525223,35.93932322053676,80.0,61.80555555555556,93.94658753709199,79.50693374422187,38.19261986400459,51.01483679525223
24,CoWTracker,none,90.97435897435898,77.3030707610147,57.49751737835154,97.59679572763686,85.49707602339181,99.86648865153538,89.26014319809069,100.0,89.48626045400239,100.0,89.48626045400239,82.24545150156777,94.95327102803739
24,CoWTracker,medium,90.35897435897436,15.887850467289718,8.145106091718002,41.655540720961284,24.605678233438486,69.826435246996,48.7758945386064,99.06542056074767,87.20379146919431,100.0,88.7694145758662,51.499976981764675,65.28704939919893
24,CoWTracker,strong,85.43589743589743,0.13351134846461948,0.06349206349206349,3.337783711615487,1.6118633139909737,26.301735647530037,14.285714285714285,47.930574098798395,29.4987674609696,92.5233644859813,72.24043715846994,23.540054856527377,34.045393858477965
25,CoWTracker,none,82.90398126463701,28.965517241379313,16.766467065868262,51.37931034482759,33.86727688787185,77.24137931034483,60.273972602739725,90.3448275862069,75.1497005988024,98.27586206896551,77.81155015197568,52.77379346145159,69.24137931034483
25,CoWTracker,medium,75.17564402810304,10.689655172413794,4.821150855365474,30.0,14.431239388794568,67.24137931034483,39.54451345755693,93.10344827586206,64.79217603911981,97.93103448275862,70.63291139240506,38.844398226648366,59.793103448275865
25,CoWTracker,strong,65.10538641686182,7.931034482758621,3.833333333333333,20.344827586206897,9.683098591549296,43.44827586206896,23.61111111111111,70.6896551724138,43.87990762124711,77.24137931034483,50.48309178743962,26.29810848893609,43.931034482758626
26,CoWTracker,none,94.68196037539103,31.101511879049674,18.402555910543132,48.704103671706264,32.16833095577746,75.5939524838013,60.29411764705882,95.57235421166307,88.88888888888889,99.13606911447084,93.02083333333333,58.55494534712034,70.02159827213823
26,CoWTracker,medium,95.62043795620438,4.643628509719223,2.345881069285325,22.786177105831534,12.672672672672672,48.81209503239741,31.741573033707866,77.10583153347731,61.44578313253012,94.9244060475162,86.48111332007953,38.93740464565511,49.65442764578833
26,CoWTracker,strong,96.03753910323253,2.8077753779697625,1.4023732470334414,9.1792656587473,4.735376044568245,30.885529157667385,17.94228356336261,63.498920086393085,45.51083591331269,86.60907127429806,73.75231053604436,28.668635860864267,38.59611231101511
27,CoWTracker,none,91.12820512820512,39.78988837820092,23.388653029718256,66.64478003939594,46.38278388278388,86.08010505581089,69.24298570672313,95.92908732764282,83.10423825887744,98.62114248194354,87.39742086752638,61.90321634912582,77.41300065659883
27,CoWTracker,medium,89.33333333333333,35.390676296782665,19.896640826873384,59.88181221273802,39.04109589041096,79.57977675640184,59.52848722986247,92.51477347340776,76.61772702555737,97.76756401838476,84.33598183881952,55.88398656230474,73.026920551543
27,CoWTracker,strong,89.43589743589743,15.233092580433356,7.702523240371846,38.73933026920551,22.184557438794727,60.604070912672356,39.70714900947459,79.64543663821405,59.567142154451545,92.7774130006566,76.97763229678122,41.22780082797479,57.39986868023637
28,CoWTracker,none,96.7409948542024,38.4460141271443,23.70877411325451,63.370332996972756,46.06906686260103,83.45105953582241,70.05988023952095,97.27547931382442,91.70684667309547,100.0,96.24876604146101,65.55866678598659,76.50857719475277
28,CoWTracker,medium,89.36535162950257,13.723511604439958,7.727272727272727,31.987891019172555,20.075997466751108,50.252270433905146,35.33190578158458,79.313824419778,66.75461741424802,94.45005045408678,87.16683119447185,43.41132491686566,53.945509586276486
28,CoWTracker,strong,83.9622641509434,3.4308779011099895,1.8650575973669776,11.503531786074673,6.540447504302927,23.41069626639758,14.136447449293177,38.95055499495459,24.71457353928811,74.67204843592332,58.44709897610921,21.140725013272082,30.393541876892034
29,CoWTracker,none,98.39932603201348,42.63698630136986,27.02116115029843,79.96575342465754,66.38237384506041,95.63356164383562,90.1705930138099,99.7431506849315,97.88672865595942,100.0,98.38983050847457,75.97013743472057,83.5958904109589
29,CoWTracker,medium,95.95619208087615,10.873287671232877,5.791153670770634,37.58561643835616,23.338649654439127,75.34246575342466,61.111111111111114,92.72260273972603,87.55052546483427,95.97602739726028,93.33333333333333,54.22495464689769,62.5
29,CoWTracker,strong,93.17607413647852,0.0,0.0,0.08561643835616438,0.043668122270742356,1.7123287671232876,0.8806693086745927,21.404109589041095,11.592791037506087,68.15068493150685,50.328083989501316,12.56904249159055,18.27054794520548
